,cpu_rating,display_density,display_height,display_size,display_width,height,memory,standby_time,talk_time,thickness,weight,width
Pantech-Renue_id7381,3,125,320,2,240,99,5,250,3.00,12,128,63
Motorola-i890_id4324,,,320,,240,99,,50,4.83,17,119,51
ICEMOBILE-G5_id8035,1,,,0,,196,,,,11,,123
Huawei-MediaPad-X2_id9277,1,323,1920,0,1200,183.5,2,,,7.18,249,103.9
Acer-Iconia-W3_id7861,1,186,800,1,1280,218,2,,,10,499,135
Nokia-5235-Comes-With-Music-US_id4274,3,229,640,2,360,111,5,438,7.00,15.5,115,51.7
Huawei-Ascend-Y300_id7858,1,233,800,0,480,124.5,5,320,5.30,11.2,130,63.8
ZTE-V96_id6989,1,149,800,1,1280,,1,,,,,
LG-G3-Cat,1,534,2560,5,1440,,3,,,,154,
ZTE-nubia-Z7-mini_id8755,1,441,1920,0,1080,140.9,2,,,8.2,143,69.3
Samsung-BEATs_id3146,,200,320,0,240,96.5,,400,7.00,16.9,101,47
Samsung-Galaxy-Express-2_id8247,1,245,960,5,540,132.4,5,,,9.8,134,65.8
Microsoft-Lumia-435_id9092,1,233,800,0,480,118.1,1,,20.90,11.7,134,64.7
Lenovo-Ideatab-S2110A_id7468,,,,0,,,,,,,580,
Nokia-6300_id1850,,200,320,0,240,106.5,,348,3.50,12,91,43.5
Zen-Mobile-X2_id8498,,114,160,8,128,,,,,,,
ZTE-xiang_id6708,3,160,240,5,320,114,5,200,3.50,11.9,120,66
Sagem-my210X_id2791,,,128,,128,103,,255,3.50,15.4,69,44.5
Samsung-Galaxy-S-III-T-Mobile_id7130,1,306,1280,8,720,136.6,2,200,10.00,8.6,133,70.6
Alcatel-OT-S218_id2798,,,160,,128,98,,400,10.00,13.8,70,43.6
Philips-Xenium-X800_id2945,,167,400,8,240,101,,720,10.00,16.3,99,52.4
Samsung-SGH-X495_id1254,,,160,,128,90,,192,5.00,24,91,47
Acer-F900_id3483,3,246,800,8,480,117.5,5,150,4.00,15.8,150,63.5
Karbonn-K-570_id6449,,128,220,2,176,112,,800,6.00,13.8,94,48
Huawei-Verge_id7546,,167,320,4,240,116,,350,5.50,12,90,52
Lenovo-VIBE-Shot_id9266,1,441,1920,0,1080,142.7,3,,30.00,7.6,145,70
HTC-X7510-Advantage_id2602,3,,480,,640,133.5,5,300,6.00,16,375,98
Spice-Mobile-Stellar-360_id9224,1,165,480,5,320,133,5,192,5.00,11,,62.5
Huawei-G6600_id5735,,,,4,,112.5,,,6.30,11.5,102,60.5
LG-KP175_id3414,,121,160,7,128,101.5,,240,3.33,13.9,83,47
LG-Viewty_id2300,,155,400,0,240,103.5,,434,5.91,14.8,112,54.4
Motorola-i615_id1767,,,220,,176,125,,130,4.83,28.75,168,50.5
Yezz-Andy-C5VP_id9535,1,220,960,0,540,144.2,1,480,16.00,9.3,180,73.2
Samsung-GALAXY-mini-2_id6928,3,176,480,3,320,109.4,5,600,12.00,11.6,105,58.6
BlackBerry-Curve-8300_id2140,3,,240,,320,107,,408,4.00,15.5,110,61
Nokia-6610_id391,,,128,,128,106,,220,3.50,18,84,45
LG-Marquee_id5693,3,233,800,0,480,122,5,,5.50,9,112,64
Dell-XPS-10_id7553,1,155,768,1,1366,247.7,,,,9.2,635,177.3
LG-VS760_id4894,,,,,,,,,,,,
Nokia-Lumia-920_id7471,1,332,1280,5,768,130.3,1,460,18.60,10.7,185,70.8
BLU-Grand-5,1,267,1280,5,720,155,1,,,9.4,,79
Haier-A70_id5973,,141,220,0,176,103,,160,3.50,16,,50
Gionee-M6-Plus_id10193,1,367,1920,0,1080,160.5,4,,,8.2,215,80.6
Plum-Might_id7229,3,176,800,3,480,147.2,5,700,5.00,9.7,180,79.5
Spice-Mobile-Stellar-509_id9229,1,196,854,0,480,145,1,,,9.5,120,79
ICEMOBILE-Acqua_id7198,,116,160,8,128,120,,600,24.00,23,168,54
Amazon-Fire-HD-7_id8927,1,216,1280,0,800,190.5,1,,,10.7,337,127
mobiado-LUMINOSO_id2937,,,320,,240,109,,340,4.00,18.5,132,46
Alcatel-OT-300_id5349,,125,128,4,128,108,,400,5.00,15.3,66,46
Samsung-Acclaim_id4728,3,180,480,2,320,114,5,450,8.00,15,130,59
Sony-Ericsson-Xperia-ray_id5523,3,297,854,3,480,111,5,430,6.50,9.4,100,53
Samsung-SGH-E900_id1518,,200,320,0,240,93,,220,3.00,16.5,93,45
LG-KP260_id2993,,116,160,8,128,97,,250,3.00,17,90,46.5
Nokia-N86-8MP-US_id3507,3,154,320,6,240,103.4,5,315,6.30,16.5,149,51.4
Yezz-Classic-CC10_id8107,,114,160,8,128,105,,150,4.00,14.4,55,45
LG-VX-6000_id528,,,160,,120,90,,110,2.50,24,113,48
Huawei-U7520_id5620,,143,320,8,240,106,5,,,13.5,105,56
i-mobile-S283_id6318,,141,176,0,220,112.3,,238,4.00,13.8,,60.3
LAVA-Iris-Fuel-20_id9315,1,196,854,0,480,145.6,5,1008,42.00,10.8,,74
LG-Optimus-LTE_id6526,1,326,1280,5,720,133.9,1,240,4.16,10.48,135,67.9
General-Mobile-DST10_id3900,,126,128,4,128,110,,160,4.00,16.6,95,46.5
BLU-Life-One-X_id8558,1,441,1920,0,1080,143.5,2,750,24.00,8.6,133,71.6
BenQ-C220_id415,,,64,,98,122,,125,2.00,22,101,50
Nokia-Lumia-530_id8779,1,245,854,0,480,119.7,5,528,13.40,11.7,129,62.3
HTC-Prime_id5309,3,,,7,,,5,,,,,
Asus-PadFone-mini_id8281,1,233,800,0,480,124.42,1,,,11.2,116,61.44
Samsung-Galaxy-5_id4641,3,143,320,8,240,108,,521,8.68,12.3,102,56
Samsung-SGH-E316_id802,,,160,,128,83,,410,8.50,22,85,45
Samsung-Glyde_id2469,,179,440,8,240,103.8,,250,3.50,17.8,117,50
ARCHOS-8-Home-Tablet_id5299,3,125,600,0,800,,,,,,800,
Alcatel-OT-390_id6796,,114,160,8,128,,,,,,,
Samsung-E1263-Trios_id7735,,100,120,0,160,103,,,16.00,12,83,59
Xolo-A500L_id8216,1,233,800,0,480,124.8,5,681,13.00,11.9,,64.6
HTC-Snap-S510_id3958,3,167,240,4,320,114,5,320,4.83,13,115,63
Videocon-V1525_id6555,,128,220,2,176,114,,144,5.50,15.5,,49.4
Celkon-A64_id8602,1,144,480,0,320,124,5,150,8.30,10.5,126,65
Samsung-E1120_id3516,,119,128,5,128,105.6,,540,8.33,15.1,66,43.0
ZTE-Maven-2_id10190,1,196,854,0,480,145.5,1,408,18.00,10.9,166,72.9
Alcatel-OneTouch-POP-C7_id8393,1,196,854,0,480,141,1,650,13.00,9.9,162,71.8
Nokia-C2-00_id4685,,114,160,8,128,108,,396,4.00,14.6,74,45
Karbonn-Alfa-A110_id9995,3,165,480,5,320,145,5,250,3.00,8.2,,72.6
Celkon-Campus-Colt-A401_id9062,3,233,800,0,480,124.9,5,,,10.4,,64
Siemens-SK65_id902,,,176,,132,,,250,5.00,,144,
Sony-Xperia-C_id7968,1,220,960,0,540,141.5,1,588,10.00,8.88,153,74.15
NEC-E101_id1071,,,160,,128,84,,200,3.20,24,85,45
Sony-Ericsson-Xperia-arc-S_id6149,2,233,854,2,480,125,5,460,7.41,8.7,117,63
Karbonn-K-1414_id6471,,146,400,2,240,109,,260,2.50,12.8,85,52
Samsung-C3010_id3514,,102,160,0,128,110.5,,340,8.00,12.2,86,45.8
Samsung-Galaxy-Tab-S-8,1,359,2560,4,1600,212.8,3,,,6.6,294,125.6
LG-CF750-Secret_id3339,,167,320,4,240,104.9,,250,3.00,13.5,124,50.8
Samsung-SPH-N290_id690,,,,,,,,168,2.90,,,
LAVA-3G-415_id9357,1,233,800,0,480,125,5,200,9.67,10.7,119,64
Sony-Xperia-Z-Ultra_id7883,1,342,1920,4,1080,179.4,2,870,14.00,6.5,212,92.2
LG-ME770-Shine_id2402,,,220,,176,105,,250,2.50,9.9,88,46
Alcatel-OT-230D_id6794,,121,128,5,128,,,,,,64,
Videocon-V1539_id7920,,77,160,6,120,120,,,,13,,53.4
Samsung-Bigfoot_id3842,,,,0,,,,,,,,
Plum-tingle_id7199,,167,400,8,240,113.7,,400,3.00,12.8,126,58
Celkon-A58_id7855,3,144,480,0,320,121.7,5,,,12.2,85,67.2
Nokia-100_id6112,,114,160,8,128,110,,840,7.20,14.9,70,45.5
Vertu-Ascent-Ti-ICM-Special-Edition_id5591,,,320,,240,115.5,,400,4.50,13.1,162,49
Nokia-7700_id655,,,320,,640,134,,264,4.00,22,183,80
Samsung-SCH-U510_id1775,,,220,,176,98,,150,3.00,17,95,51
HTC-Arrive_id5170,3,259,800,6,480,118,,,6.00,15,184,59
Zen-Mobile-WOW_id10090,3,233,800,0,480,,5,,4.00,,,
Sony-Ericsson-Equinox_id3776,,182,320,2,240,93,,384,10.00,14.1,95,50
i-mobile-TV650-Touch-Move_id4048,,133,320,0,240,110,,250,3.00,13.4,,55
Nokia-N9_id5187,3,251,854,9,480,,1,384,11.00,,135,
Samsung-SGH-T609_id1488,,,220,,176,91,,144,3.00,22.5,83,46
Asus-MeMO-370T_id6839,1,,,0,,,,,,,,
Samsung-S7330_id3124,,182,320,2,240,104.8,,350,7.00,13.7,110,49.8
OPPO-R1S_id8930,1,294,1280,0,720,142.7,1,,,7.1,140,70.4
Asus-ZenFone-6_id8280,1,245,1280,0,720,166.9,2,,,9.9,196,84.3
Yezz-Billy-4_id9565,1,233,800,0,480,122.5,5,350,7.00,9.9,109,64.4
LG-CU500_id1524,,,220,,176,96.5,,240,5.00,19,105,49.5
Samsung-S5560_id4199,,155,400,0,240,107.5,,700,8.00,12.9,95,52
Alcatel-OT-T60_id5585,,133,800,0,480,,,,,,430,
Samsung-SPH-I300_id37,,,240,,160,124,,100,4.00,21,170,58
Meizu-m2_id9555,1,294,1280,0,720,140.1,2,,,8.7,131,68.9
Panasonic-GD87-USA_id424,,,176,,132,98,,220,7.00,23,103,49
General-Mobile-G777_id3913,,167,320,4,240,110,,180,3.66,14,95,51
Videocon-V1307_id6552,,116,160,8,128,103,,288,4.00,14.25,,44
Motorola-C343--C343a--C341_id650,,,64,,96,109,,190,2.20,25,108,44
i-mobile-S580_id6309,,143,320,8,240,118,,340,5.60,12.5,,59
Kyocera-KX9e_id1685,,,128,,128,88,,175,3.50,25,102,46
General-Mobile-DST3G-Cool_id3884,,182,320,2,240,117,,240,6.33,16.5,109,49
Xiaomi-Mi-Note-Pro_id9098,1,515,2560,7,1440,155.1,,,,6.95,161,77.6
Sonim-XP5300-Force-3G_id6260,,200,320,0,240,126,,1500,22.00,25,185,60
Motorola-Moto-G4-Plus_id10053,1,401,1920,5,1080,153,4,,,9.8,155,76.6
NIU-TEK_id7167,3,206,480,8,320,107.8,5,48,3.00,13.7,71,58.2
LG-K8_id9958,1,294,1280,0,720,144.6,5,360,10.10,8.7,140,71.5
HTC-Desire-320_id9049,1,218,854,5,480,,5,,,,145,
Plum-Pilot-Plus_id9088,1,200,960,5,540,147.5,1,900,20.00,8.3,143,76.5
Micromax-Bolt-Q324_id9714,1,233,800,0,480,,5,279,5.00,,,
Nokia-7190_id601,,,65,,96,125,,210,5.00,24,141,53
Samsung-Galaxy-Stratosphere-II_id7434,1,233,800,0,480,126,1,,,13,154,66
Samsung-SGH-ZV10_id1305,,,220,,176,91,,220,2.20,26,105,48
i-mobile-518_id4060,,200,320,0,240,105.5,,250,3.00,16.5,101,49
Samsung-Admire_id5713,3,165,480,5,320,116,,200,3.00,12,117,60
Siemens-S46_id132,,,,,,117,,200,5.00,22,122,44
Sony-Ericsson-C902_id2597,,200,320,0,240,108,,400,9.00,10.5,107,49
Spice-Mobile-X-Life-451Q_id10164,1,,,5,,135,5,,,9.9,,66
Acer-Liquid-Z5_id8268,1,196,854,0,480,145.5,1,,,8.8,147,73.5
BLU-Studio-C-55_id9734,1,196,854,0,480,143,1,,,9,,71.8
Micromax-X271_id7053,,167,320,4,240,119.7,,360,8.00,13.5,91,50.7
Apple-iPhone-6-Plus_id8908,1,401,1920,5,1080,158.1,1,384,,7.1,172,77.8
ZTE-Vital_id7882,1,294,1280,0,720,142,1,,15.00,10,154,71
Helio-Ocean-2_id3444,,154,320,6,240,118,,168,5.38,21,167,58
Samsung-Omnia-II-CDMA_id3802,3,252,800,7,480,121,5,375,6.00,13,144,60
Kyocera-Hydro-AIR_id9765,1,220,960,0,540,143.8,1,576,15.00,10.9,147,72.8
Samsung-C3752_id5437,,167,240,4,320,97.9,,640,13.30,16.4,93,49
BlackBerry-9720_id8067,3,214,360,8,480,114,5,432,7.00,12,120,66
Sony-Xperia-ZL_id7538,1,441,1920,0,1080,131.6,2,500,10.00,9.8,151,69.8
OPPO-A31_id9354,1,218,854,5,480,131.9,1,240,7.00,8.03,135,65.54
Celkon-A409_id9949,1,233,800,0,480,124.8,5,180,6.00,9.2,105,65.2
Samsung-Epic-4G_id4720,3,233,800,0,480,124,5,300,6.00,14,155,65
GIGABYTE-GSmart-g-Smart_id2771,3,167,320,4,240,109,,110,3.00,24,153,53.5
Samsung-E1265-Duos_id7422,,100,120,0,160,103,,504,7.00,12,83,59
Nokia-C2-06_id5427,,154,320,6,240,103,,600,5.00,17,115,51.4
LAVA-ARC04_id6142,,114,160,8,128,,,400,6.00,,,
Karbonn-A1-Duple_id9258,1,165,480,5,320,113.5,5,1300,4.00,12.1,107,59
Celkon-C303_id7324,,141,220,0,176,112,,500,4.00,12,78,45
Samsung-SGH-Q105_id36,,,128,,128,112,,100,4.00,20,96,43
Maxon-MX-C60_id737,,,128,,128,80,,200,3.00,22,85,45
Celkon-C220_id7323,,182,320,2,240,112,,650,10.80,13,96,47
Samsung-Continuum_id4823,3,274,800,4,480,125,5,312,7.00,12,125,58
Casio-GzOne-Commando_id5027,3,259,800,6,480,130,5,270,7.50,15,153,66
Asus-P835_id3332,3,267,800,5,480,115,5,300,7.00,13.8,148,59
Karbonn-A15_id8369,1,235,800,0,480,,5,168,5.00,,,
Motorola-MOTOSURF-A3100_id3358,3,143,320,8,240,110,5,298,6.80,13.7,119,59.7
Micromax-A65-Smarty-4,3,217,800,3,480,,5,205,5.00,,,
Siemens-M46_id166,,,64,,101,108,,200,3.00,22,103,44
Plum-galactic_id7215,3,91,144,5,176,118,,400,3.50,13.7,93,58.3
Nokia-Lumia-1520_id8109,1,368,1920,0,1080,162.8,2,768,27.40,8.7,209,85.4
Samsung-SCH-R860-Caliber_id4480,,146,400,2,240,116,,300,4.50,12,106,57
Xiaomi-Redmi-Note-Prime_id9821,1,267,1280,5,720,154,2,775,38.00,9.45,185,78.7
LG-GW910_id4494,3,267,800,5,480,115,,288,7.50,11.2,,57.5
Latte-Chrome-202_id3076,,,160,,128,,,72,2.00,,,
Motorola-V120x_id116,,,,,,127,,240,4.00,28,128,43
i-mate-JAMA-101_id2440,3,167,320,4,240,105,,150,4.00,15.6,110,52.5
HTC-Paradise_id5015,,,,,,,,,,,,
T-Mobile-Concord_id7448,3,165,480,5,320,117,5,300,8.50,11,100,62
LG-K4-LTE_id10018,1,218,854,5,480,131.9,5,235,24.00,8.9,113,66.7
Samsung-Galaxy-J3-2016_id9889,1,294,1280,0,720,142.2,5,,,7.9,138,71.4
Karbonn-A27_id8294,1,220,960,0,540,133.6,5,400,7.00,9.1,,66
Acer-Liquid-Zest-Plus_id10036,1,267,1280,5,720,154.3,2,1100,24.00,9.8,175,77.4
Samsung-SGH-T719_id1540,,,220,,176,96,,120,3.00,18,100,52
BLU-Win-JR-LTE_id9376,1,218,854,5,480,133,5,725,22.00,9.5,138,67.5
Alcatel-OT-C700A_id5862,,114,160,8,128,89,,300,7.00,22,83,45.7
Spice-Mobile-Mi-350_id6534,3,165,480,5,320,118,,200,3.00,13.4,135,60
Alcatel-OT-306_id5440,3,125,128,4,128,107,,418,6.00,14,80,46
Sony-Ericsson-t68i_id131,,,80,,101,101,,390,12.00,20,89,48
Palm-Pre-Plus-GSM_id4520,,186,480,1,320,100.5,,350,5.00,16.9,138,59.5
Lenovo-IdeaTab-Lynx-K3011_id7667,1,135,768,6,1366,300.9,2,,,9.48,640,188
Motorola-i325_id1028,,,64,,96,129.54,,135,5.20,35.56,199,60.96
LG-S5000_id1406,,,160,,128,90,,200,3.00,23,95,46
PCD-CDM-9155--9155GPX--9155SP_id487,,,,,,127,,168,2.30,20,108,46
Haier-M307_id5975,,121,128,5,128,100.2,,240,3.33,14.6,,41.8
Videocon-Infinium-Graphite_id9270,1,312,1280,7,720,137.4,1,,,7.4,,67.6
Nokia-1508i_id2980,,,128,,128,103.8,,199,3.20,14.8,68,43
NIU-GO-20_id8552,,114,160,8,128,101,,200,6.00,14,60,43.8
Alcatel-OT-828_id5486,3,146,400,2,240,109.5,,600,10.00,12.8,,53.4
Sony-Ericsson-G700_id2598,3,167,320,4,240,106,5,380,12.00,13,99,49
Micromax-Canvas-XL_id8327,1,184,960,0,540,165,1,209,9.50,10.4,180,84.2
Alcatel-OT-907D_id6800,,143,320,8,240,,,,,,96,
ZTE-Score_id6390,3,165,480,5,320,,,250,4.00,,128,
Alcatel-OT510A_id7532,,,,8,,115,5,,,12.8,70,47.6
Samsung-SGH-A617_id1812,,,,,,,,,,,,
Samsung-SGH-T659_id3836,,,320,,240,103,,300,5.00,15,93,49
Neonode-N2_id1963,,141,220,0,176,77,,200,4.00,14.7,70,47
Micromax-X550-QUBE_id5902,,146,400,2,240,112.5,,144,8.00,14.1,85,55.9
Samsung-SCH-U410_id1893,,,160,,128,88.4,,170,3.30,19.5,90,46
Verykool-i128-Garnet-II_id8541,,116,160,8,128,108.5,,144,4.00,10.9,55,46.8
Motorola-MOTO-W7-Active-Edition_id3696,,182,320,2,240,99,,300,8.00,15,105,49
Maxon-MX-5010_id538,,,,,,98,,250,4.00,16,71,45
Pantech-Burst_id6821,1,233,800,0,480,126,,240,4.50,11,122,62
Samsung-SCH-R455C_id5532,,,,,,,,300,6.00,,,
ZTE-nubia-Z7-Max_id8756,1,401,1920,5,1080,,2,,,,160,
Alcatel-OneTouch-Conquest_id9560,1,294,1280,0,720,143.3,1,500,16.00,9.2,140,73.3
HTC-S620-Excalibur_id1706,3,167,240,4,320,111.5,,220,5.00,13,120,62.5
Motorola-RAZR-VE20_id2735,,182,320,2,240,98,,234,4.36,16,99,50
Samsung-SGH-E105_id654,,,160,,128,83,,108,3.00,20,82,45
Pantech-Marauder_id7383,1,246,800,8,480,129,1,533,8.16,12,173,65
Samsung-Intensity-II_id4763,,182,320,2,240,109,,300,5.00,15,116,53
Nokia-Lumia-Icon_id8160,1,441,1920,0,1080,137,2,432,,10,166,71
Samsung-Galaxy-E5_id9015,1,294,1280,0,720,141.6,5,,,7.3,140,70.2
Samsung-SPH-A920_id1278,,,220,,176,91,,503,3.50,24,107,48.5
Palm-Windsor_id5007,,,,,,,,,,,,
Yezz-Andy-A5_id8102,1,441,1920,0,1080,144.1,5,750,16.00,8.6,106,73.5
Huawei-Mercury_id5662,2,245,854,0,480,122,5,380,6.50,13,139,61
INQ-Chat-3G_id4610,,167,240,4,320,102,,355,9.80,12.8,90,45.8
BlackBerry-Q10_id7693,1,330,720,1,720,119.6,2,367,13.00,10.35,139,66.8
Alcatel-OT-E201A_id2251,,,76,,96,98,,250,5.00,18.5,69,42.5
Motorola-i897-Ferrari-Special-Edition_id5195,,182,320,2,240,101,,100,3.41,18,,53
Sony-Xperia-J_id7101,3,245,854,0,480,124.3,5,607,5.60,9.2,124,61.2
i-mobile-TV626_id4044,,167,320,4,240,113.85,,250,3.00,15.5,90,50
Huawei-G8_id9546,1,401,1920,5,1080,152,2,,,7.5,167,76.5
LG-LG-4NE1_id387,,,,,,112,,168,2.50,19,105,44
Samsung-C5010_id4625,,102,160,0,128,115,,530,8.83,12.8,81,46
LG-Optimus-2_id6717,3,180,480,2,320,113,,168,5.00,12,125,59
HTC-One-M9_id9003,1,441,1920,0,1080,144.6,3,391,25.40,9.61,157,69.7
LG-enV3_id3622,,154,240,6,320,104,,460,5.45,17,107,54
Motorola-i410_id4024,,114,160,8,128,98,,168,3.50,19.6,128,48
Kyocera-DuraCore_id5751,,200,320,0,240,99,,,8.14,23,125,51
Samsung-Rant_id3134,,134,220,1,176,114,,,5.60,18,130,53
Spice-Mobile-Stellar-439_id9220,1,235,800,0,480,125,5,,,10,114,63
LG-T375_id7041,,125,320,2,240,103,5,,,10.7,96,59
Haier-U56_id5971,,167,320,4,240,115,,200,7.50,11.5,,49
Motorola-ROKR-E6_id1878,,167,320,4,240,111,,235,7.00,14.5,121,51.5
Samsung-SGH-E590_id2030,,174,220,8,220,94,,300,4.00,13.5,66,42
Samsung-E1107_id3872,,119,128,5,128,,,570,8.00,,77,
Kyocera-K352_id1758,,,160,,128,105,,121,2.83,15,84,43.5
Nokia-3650_id439,,,208,,176,130,,192,4.00,25,130,57
Sanyo-PRO-700_id2643,,,320,,240,101.6,,,5.00,20,108,46
BlackBerry-DTEK50_id10191,1,424,1920,2,1080,147,3,576,17.00,7.1,135,72.5
Samsung-SGH-D600_id1160,,,240,,320,96,,300,7.00,21.5,99,46.5
Nokia-Lumia-900_id6476,2,217,800,3,480,127.8,5,350,7.00,11.5,160,68.5
Zen-Mobile-M18_id8415,,169,320,4,240,,,,,,,
Samsung-OMNIA-HD_id3460,3,198,640,7,360,123,,600,13.50,12.9,144,58
Samsung-Z3_id9758,1,294,1280,0,720,141.6,1,,,7.9,137,70
Samsung-Tint_id3296,,108,160,9,128,95,,250,3.00,19,95,48
HTC-One-M8-for-Windows_id8796,1,441,1920,0,1080,146.36,2,,,9.35,160,70.6
Plum-Ram_id8401,,141,220,0,176,,,600,,,,
LG-KP550-Rip-Curl_id4530,,,400,,240,106,,350,3.50,11.9,85,55.4
Celkon-C337_id7310,,141,220,0,176,,,400,5.00,,,
T-Mobile-SpringBoard_id6490,1,216,800,0,1280,190,1,,,10,400,129
Nokia-E71_id2971,3,169,240,4,320,114,5,408,10.50,10,127,57
PCD-TXT8020_id3373,,128,220,2,176,102,,,,18,,64
ARCHOS-43-Internet-Tablet_id5287,3,228,480,3,854,135,,,,9,130,65
Motorola-DROID-Mini_id7993,1,342,1280,3,720,121.25,2,312,,8.9,130,61.3
LG-AX310_id3817,,141,220,0,176,93,,440,5.00,19,86,49
Kyocera-Event_id7733,3,165,480,5,320,114,5,150,8.70,12,116,61
Nokia-Lumia-930_id8571,1,441,1920,0,1080,137,2,552,11.50,9.8,167,71
Nokia-6290_id1852,3,182,320,2,240,94,,264,3.50,21,115,50
Nokia-6108_id639,,,128,,128,106,,410,7.00,26,98,46
Verykool-Maverick-LTE-SL5550_id9916,1,267,1280,5,720,155.0,1,288,9.00,8.8,166,76.5
HTC-S630-Cavalier_id2260,3,167,240,4,320,112.5,,200,5.90,13.5,120,62.5
Gionee-M6_id10192,1,401,1920,5,1080,152.3,4,,,8.2,180,75.3
Videocon-V1670_id6007,,143,320,8,240,108,,500,5.50,13.2,,54
Pantech-PG-1610_id1542,,,128,,128,89.8,,,,18.55,80,43.5
Videocon-V1308_id6027,,116,160,8,128,105,,240,5.00,14.9,,45.8
Micromax-X55_id6738,,,320,,240,118.2,,192,4.00,10.3,,51.4
Motorola-i850_id1279,,,220,,176,88,,70,2.75,28,120,51
Samsung-SGH-U300-Ultra-9,,,320,,240,100,,300,6.00,9.6,93,51
Alcatel-ELLE-No-3_id2130,,,220,,176,95,,300,6.00,16.7,99,50
LAVA-KKT-22_id6097,,114,160,8,128,,,720,8.00,,,
Asus-M530w_id2746,3,167,240,4,320,117,,200,5.00,13.8,135,65
Sony-Ericsson-C903a_id3465,,167,320,4,240,97,,400,10.00,16,96,49
i-mobile-i680_id6292,3,167,240,4,320,110,,250,4.50,12.8,150,60
Vertu-Signature-S_id4016,,,320,,240,130,,300,5.00,13,238,42
Samsung-M2310_id3556,,141,220,0,176,93,,350,7.50,17.6,85,45
Huawei-MediaPad-X1_id8427,1,323,1920,0,1200,183.5,2,504,,7.18,239,103.9
Fly-Titan-IQ4511_id9215,1,294,1280,0,720,140,,,7.00,7.9,153,69.9
Verykool-i720_id6289,,143,320,8,240,102,,350,5.00,16.3,145,62
Verizon-Wireless-Ellipsis-10_id9791,1,224,1200,1,1920,,1,,,,291,
Micromax-W900_id5903,3,146,400,2,240,112,5,480,5.00,14.2,113,55
ZTE-553_id5734,,167,400,8,240,108,,300,4.83,14.9,128,53
ARCHOS-53-Titanium_id8182,1,185,854,3,480,152.7,5,,,10.05,200,76.6
COWON-D3_id5396,,252,800,7,480,116.4,,,,11.8,120,64.2
Spice-Mobile-M-6800-FLO_id5569,,149,400,1,240,107.8,,250,4.00,12.5,91,53.6
Samsung-SGH-i500_id633,3,,176,,162,81.5,,100,3.20,24.8,150,54
Samsung-Galaxy-S6-edge_id9193,1,577,2560,1,1440,142.1,3,312,20.00,7,132,70.1
Dell-Venue-8-7840_id8914,1,359,2560,4,1600,215.8,2,,,6,305,124.4
LG-Lancet_id9401,1,218,854,5,480,129.80,1,420,18.50,10.70,143,64.80
HTC-Phoebus_id2401,3,154,320,6,240,103,5,160,5.00,15,150,53
Nokia-3560_id508,,,65,,96,118,,228,6.50,23,107,50
Lenovo-ThinkPad-Tablet_id5719,1,149,800,1,1280,260.4,1,,,14,715,181.7
Samsung-SPH-A820_id1218,,,160,,128,90,,,3.00,27,89,48
Motorola-i940_id6055,3,165,480,5,320,120,5,135,6.75,14.5,150,62.5
LAVA-A-16_id6791,,179,400,6,240,120,,220,3.00,13.1,100,47.5
Samsung-SCH-R400_id2057,,102,160,0,128,99,,170,3.30,14.5,96,48
LG-Chocolate-KE800_id1807,,200,320,0,240,95,,270,2.50,17.5,90,46
Apple-iPad-mini-2_id8171,1,324,1536,9,2048,200,1,,,7.5,331,134.7
i-mobile-S388_id6310,,128,176,2,220,111,,250,4.00,13.7,77,61
Zen-Mobile-X5_id8529,,159,220,8,176,,,,,,,
ZTE-F930_id6690,,167,320,4,240,,,,,,,
LG-LX325--PM325_id865,,,,,,99.56,,168,3.20,22.86,94,46.22
Nokia-1650_id2144,,,160,,128,104,,420,8.00,18,80,44
Samsung-SGH-A717_id1880,,,320,,240,104,,250,4.00,12.7,93,54
Celkon-C100_id7345,,114,160,8,128,113,,500,4.00,15.5,69,48.5
BLU-Studio-Touch_id10136,1,294,1280,0,720,143.2,1,,,8.4,,71.2
Ericsson-T28-World_id14,,,101,,33,99,,290,13.00,15,82,51
Celkon-A125_id8592,1,286,960,5,854,138,5,,,10,78,68.5
LG-Cookie_id3185,,155,400,0,240,106.5,,350,3.50,11.9,89,55.4
Alcatel-OT-806A_id4994,,143,320,8,240,118.5,,650,9.00,12.2,105,59
Celkon-Millennia-2GB-Xpress_id9576,1,207,800,5,480,133.5,2,,,10.1,134,66.5
ViewSonic-ViewPad-E100_id6987,3,132,768,7,1024,242.1,1,,,9.1,610,189.1
Spice-Mobile-G-6550_id5580,,182,320,2,240,108,,200,4.50,13.5,110,46
Kyocera-DuraXA_id9137,,167,320,4,240,104.9,5,439,7.70,24.9,159,54.6
Celkon-C770_id7373,,167,320,4,240,114,,550,6.60,15.3,102,50
Videocon-V1655_id6067,,143,320,8,240,108,,300,3.00,11,,55
Samsung-S5530_id4643,,182,320,2,240,105,,350,3.50,11.5,96,49.5
Samsung-Xcover-2_id6685,,182,320,2,240,122,,1000,19.00,17.9,110,53
Huawei-IDEOS-X6_id5097,3,228,800,1,480,122,5,,,10,143,58
OPPO-N3_id8975,1,401,1920,5,1080,161.2,2,,,8.7,192,77
Amoi-A102_id6221,,121,128,5,128,85.5,,,,18.0,75,45.0
Samsung-C6112_id4195,,167,320,4,240,105.8,,385,9.00,16.5,112,50
Karbonn-K451-Sound-Wave_id7621,,167,320,4,240,116.5,,500,8.00,14.6,,51.9
